codigo_impeto,codigo_atributo,ordem,delta_fisico,bit_delta,largura_delta,fonte_preferida,registro_origem,endereco_origem,presente_dt200,presente_dt870_original,presente_dt870_atualizacao,condicao_estado,receita_confirmada,aplicavel_agora,falta_o_que
311,PB:518:6,3,3,175,5,dt870_atualizacao,214,dt870_atualizacao · PlayerBooster.bin · registro 214 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
311,PB:454:6,4,3,234,5,dt870_atualizacao,214,dt870_atualizacao · PlayerBooster.bin · registro 214 · bit 234 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
312,PB:448:6,1,3,229,5,dt870_atualizacao,215,dt870_atualizacao · PlayerBooster.bin · registro 215 · bit 229 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
312,PB:434:6,2,3,180,5,dt870_atualizacao,215,dt870_atualizacao · PlayerBooster.bin · registro 215 · bit 180 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
312,PB:480:6,3,3,202,5,dt870_atualizacao,215,dt870_atualizacao · PlayerBooster.bin · registro 215 · bit 202 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
312,PB:428:6,4,3,185,5,dt870_atualizacao,215,dt870_atualizacao · PlayerBooster.bin · registro 215 · bit 185 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
313,PB:498:6,1,3,144,5,dt870_atualizacao,216,dt870_atualizacao · PlayerBooster.bin · registro 216 · bit 144 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
313,PB:486:6,2,3,217,5,dt870_atualizacao,216,dt870_atualizacao · PlayerBooster.bin · registro 216 · bit 217 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
313,PB:434:6,3,3,180,5,dt870_atualizacao,216,dt870_atualizacao · PlayerBooster.bin · registro 216 · bit 180 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
313,PB:480:6,4,3,202,5,dt870_atualizacao,216,dt870_atualizacao · PlayerBooster.bin · registro 216 · bit 202 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
314,PB:396:6,1,3,276,5,dt870_atualizacao,217,dt870_atualizacao · PlayerBooster.bin · registro 217 · bit 276 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
314,PB:504:6,2,3,149,5,dt870_atualizacao,217,dt870_atualizacao · PlayerBooster.bin · registro 217 · bit 149 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
314,PB:518:6,3,3,175,5,dt870_atualizacao,217,dt870_atualizacao · PlayerBooster.bin · registro 217 · bit 175 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
314,PB:550:6,4,3,271,5,dt870_atualizacao,217,dt870_atualizacao · PlayerBooster.bin · registro 217 · bit 271 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
315,PB:422:6,2,3,224,5,dt870_atualizacao,218,dt870_atualizacao · PlayerBooster.bin · registro 218 · bit 224 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
315,PB:472:6,3,3,,5,dt870_atualizacao,218,dt870_atualizacao · PlayerBooster.bin · registro 218 · conjunto GK bits 192/197/256,false,false,true,presente_sem_semantica,false,false,permutacao_semantica_dos_tres_campos_gk; semantica_e_parametros_da_condicao
315,PB:466:6,1,3,,5,dt870_atualizacao,218,dt870_atualizacao · PlayerBooster.bin · registro 218 · conjunto GK bits 192/197/256,false,false,true,presente_sem_semantica,false,false,permutacao_semantica_dos_tres_campos_gk; semantica_e_parametros_da_condicao
315,PB:460:6,4,3,,5,dt870_atualizacao,218,dt870_atualizacao · PlayerBooster.bin · registro 218 · conjunto GK bits 192/197/256,false,false,true,presente_sem_semantica,false,false,permutacao_semantica_dos_tres_campos_gk; semantica_e_parametros_da_condicao
317,PB:530:6,1,3,244,5,dt870_atualizacao,219,dt870_atualizacao · PlayerBooster.bin · registro 219 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
317,PB:384:6,2,3,249,5,dt870_atualizacao,219,dt870_atualizacao · PlayerBooster.bin · registro 219 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
317,PB:448:6,3,3,229,5,dt870_atualizacao,219,dt870_atualizacao · PlayerBooster.bin · registro 219 · bit 229 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
317,PB:524:6,4,3,122,5,dt870_atualizacao,219,dt870_atualizacao · PlayerBooster.bin · registro 219 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
318,PB:498:6,1,3,144,5,dt870_atualizacao,220,dt870_atualizacao · PlayerBooster.bin · registro 220 · bit 144 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
318,PB:396:6,2,3,276,5,dt870_atualizacao,220,dt870_atualizacao · PlayerBooster.bin · registro 220 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
318,PB:384:6,3,3,249,5,dt870_atualizacao,220,dt870_atualizacao · PlayerBooster.bin · registro 220 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
318,PB:524:6,4,3,122,5,dt870_atualizacao,220,dt870_atualizacao · PlayerBooster.bin · registro 220 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
319,PB:390:6,1,3,261,5,dt870_atualizacao,221,dt870_atualizacao · PlayerBooster.bin · registro 221 · bit 261 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
319,PB:486:6,2,3,217,5,dt870_atualizacao,221,dt870_atualizacao · PlayerBooster.bin · registro 221 · bit 217 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
319,PB:408:6,3,3,160,5,dt870_atualizacao,221,dt870_atualizacao · PlayerBooster.bin · registro 221 · bit 160 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
319,PB:454:6,4,3,234,5,dt870_atualizacao,221,dt870_atualizacao · PlayerBooster.bin · registro 221 · bit 234 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
320,PB:504:6,1,3,149,5,dt870_atualizacao,222,dt870_atualizacao · PlayerBooster.bin · registro 222 · bit 149 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
320,PB:492:6,2,3,239,5,dt870_atualizacao,222,dt870_atualizacao · PlayerBooster.bin · registro 222 · bit 239 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
320,PB:434:6,3,3,180,5,dt870_atualizacao,222,dt870_atualizacao · PlayerBooster.bin · registro 222 · bit 180 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
320,PB:550:6,4,3,271,5,dt870_atualizacao,222,dt870_atualizacao · PlayerBooster.bin · registro 222 · bit 271 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
321,PB:396:6,1,3,276,5,dt870_atualizacao,223,dt870_atualizacao · PlayerBooster.bin · registro 223 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
321,PB:530:6,2,3,244,5,dt870_atualizacao,223,dt870_atualizacao · PlayerBooster.bin · registro 223 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
321,PB:384:6,3,3,249,5,dt870_atualizacao,223,dt870_atualizacao · PlayerBooster.bin · registro 223 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
321,PB:518:6,4,3,175,5,dt870_atualizacao,223,dt870_atualizacao · PlayerBooster.bin · registro 223 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
322,PB:408:6,1,3,160,5,dt870_atualizacao,224,dt870_atualizacao · PlayerBooster.bin · registro 224 · bit 160 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
322,PB:384:6,2,3,249,5,dt870_atualizacao,224,dt870_atualizacao · PlayerBooster.bin · registro 224 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
322,PB:518:6,3,3,175,5,dt870_atualizacao,224,dt870_atualizacao · PlayerBooster.bin · registro 224 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
322,PB:434:6,4,3,180,5,dt870_atualizacao,224,dt870_atualizacao · PlayerBooster.bin · registro 224 · bit 180 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
323,PB:384:6,1,3,249,5,dt870_atualizacao,225,dt870_atualizacao · PlayerBooster.bin · registro 225 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
323,PB:448:6,2,3,229,5,dt870_atualizacao,225,dt870_atualizacao · PlayerBooster.bin · registro 225 · bit 229 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
323,PB:524:6,3,3,122,5,dt870_atualizacao,225,dt870_atualizacao · PlayerBooster.bin · registro 225 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
323,PB:428:6,4,3,185,5,dt870_atualizacao,225,dt870_atualizacao · PlayerBooster.bin · registro 225 · bit 185 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
324,PB:390:6,1,3,261,5,dt870_atualizacao,226,dt870_atualizacao · PlayerBooster.bin · registro 226 · bit 261 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
324,PB:434:6,2,3,180,5,dt870_atualizacao,226,dt870_atualizacao · PlayerBooster.bin · registro 226 · bit 180 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
324,PB:480:6,3,3,202,5,dt870_atualizacao,226,dt870_atualizacao · PlayerBooster.bin · registro 226 · bit 202 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
324,PB:454:6,4,3,234,5,dt870_atualizacao,226,dt870_atualizacao · PlayerBooster.bin · registro 226 · bit 234 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
325,PB:498:6,1,3,144,5,dt870_atualizacao,227,dt870_atualizacao · PlayerBooster.bin · registro 227 · bit 144 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
325,PB:396:6,2,3,276,5,dt870_atualizacao,227,dt870_atualizacao · PlayerBooster.bin · registro 227 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
325,PB:486:6,3,3,217,5,dt870_atualizacao,227,dt870_atualizacao · PlayerBooster.bin · registro 227 · bit 217 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
325,PB:530:6,4,3,244,5,dt870_atualizacao,227,dt870_atualizacao · PlayerBooster.bin · registro 227 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
326,PB:396:6,1,3,276,5,dt870_atualizacao,228,dt870_atualizacao · PlayerBooster.bin · registro 228 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
326,PB:530:6,2,3,244,5,dt870_atualizacao,228,dt870_atualizacao · PlayerBooster.bin · registro 228 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
326,PB:384:6,3,3,249,5,dt870_atualizacao,228,dt870_atualizacao · PlayerBooster.bin · registro 228 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
326,PB:518:6,4,3,175,5,dt870_atualizacao,228,dt870_atualizacao · PlayerBooster.bin · registro 228 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
327,PB:396:6,1,3,276,5,dt870_atualizacao,229,dt870_atualizacao · PlayerBooster.bin · registro 229 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
327,PB:492:6,2,3,239,5,dt870_atualizacao,229,dt870_atualizacao · PlayerBooster.bin · registro 229 · bit 239 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
327,PB:524:6,3,3,122,5,dt870_atualizacao,229,dt870_atualizacao · PlayerBooster.bin · registro 229 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
327,PB:550:6,4,3,271,5,dt870_atualizacao,229,dt870_atualizacao · PlayerBooster.bin · registro 229 · bit 271 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
328,PB:408:6,1,3,160,5,dt870_atualizacao,230,dt870_atualizacao · PlayerBooster.bin · registro 230 · bit 160 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
328,PB:384:6,2,3,249,5,dt870_atualizacao,230,dt870_atualizacao · PlayerBooster.bin · registro 230 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
328,PB:518:6,3,3,175,5,dt870_atualizacao,230,dt870_atualizacao · PlayerBooster.bin · registro 230 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
328,PB:434:6,4,3,180,5,dt870_atualizacao,230,dt870_atualizacao · PlayerBooster.bin · registro 230 · bit 180 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
329,PB:530:6,1,3,244,5,dt870_atualizacao,231,dt870_atualizacao · PlayerBooster.bin · registro 231 · bit 244 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
329,PB:402:6,2,3,281,5,dt870_atualizacao,231,dt870_atualizacao · PlayerBooster.bin · registro 231 · bit 281 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
329,PB:408:6,3,3,160,5,dt870_atualizacao,231,dt870_atualizacao · PlayerBooster.bin · registro 231 · bit 160 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
329,PB:518:6,4,3,175,5,dt870_atualizacao,231,dt870_atualizacao · PlayerBooster.bin · registro 231 · bit 175 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
330,PB:396:6,1,3,276,5,dt870_atualizacao,232,dt870_atualizacao · PlayerBooster.bin · registro 232 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
330,PB:492:6,2,3,239,5,dt870_atualizacao,232,dt870_atualizacao · PlayerBooster.bin · registro 232 · bit 239 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
330,PB:524:6,3,3,122,5,dt870_atualizacao,232,dt870_atualizacao · PlayerBooster.bin · registro 232 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
330,PB:550:6,4,3,271,5,dt870_atualizacao,232,dt870_atualizacao · PlayerBooster.bin · registro 232 · bit 271 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
331,PB:512:6,1,3,170,5,dt870_atualizacao,233,dt870_atualizacao · PlayerBooster.bin · registro 233 · bit 170 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
331,PB:486:6,2,3,217,5,dt870_atualizacao,233,dt870_atualizacao · PlayerBooster.bin · registro 233 · bit 217 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
331,PB:518:6,3,3,175,5,dt870_atualizacao,233,dt870_atualizacao · PlayerBooster.bin · registro 233 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
331,PB:480:6,4,3,202,5,dt870_atualizacao,233,dt870_atualizacao · PlayerBooster.bin · registro 233 · bit 202 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
332,PB:498:6,1,3,144,5,dt870_atualizacao,234,dt870_atualizacao · PlayerBooster.bin · registro 234 · bit 144 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
332,PB:486:6,2,3,217,5,dt870_atualizacao,234,dt870_atualizacao · PlayerBooster.bin · registro 234 · bit 217 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
332,PB:434:6,3,3,180,5,dt870_atualizacao,234,dt870_atualizacao · PlayerBooster.bin · registro 234 · bit 180 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
332,PB:480:6,4,3,202,5,dt870_atualizacao,234,dt870_atualizacao · PlayerBooster.bin · registro 234 · bit 202 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
334,PB:396:6,1,3,276,5,dt870_atualizacao,235,dt870_atualizacao · PlayerBooster.bin · registro 235 · bit 276 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
334,PB:530:6,2,3,244,5,dt870_atualizacao,235,dt870_atualizacao · PlayerBooster.bin · registro 235 · bit 244 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
334,PB:384:6,3,3,249,5,dt870_atualizacao,235,dt870_atualizacao · PlayerBooster.bin · registro 235 · bit 249 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
334,PB:518:6,4,3,175,5,dt870_atualizacao,235,dt870_atualizacao · PlayerBooster.bin · registro 235 · bit 175 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
335,PB:498:6,1,3,144,5,dt870_atualizacao,236,dt870_atualizacao · PlayerBooster.bin · registro 236 · bit 144 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
335,PB:396:6,2,3,276,5,dt870_atualizacao,236,dt870_atualizacao · PlayerBooster.bin · registro 236 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
335,PB:384:6,3,3,249,5,dt870_atualizacao,236,dt870_atualizacao · PlayerBooster.bin · registro 236 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
335,PB:524:6,4,3,122,5,dt870_atualizacao,236,dt870_atualizacao · PlayerBooster.bin · registro 236 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
336,PB:530:6,1,3,244,5,dt870_atualizacao,237,dt870_atualizacao · PlayerBooster.bin · registro 237 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
336,PB:402:6,2,3,281,5,dt870_atualizacao,237,dt870_atualizacao · PlayerBooster.bin · registro 237 · bit 281 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
336,PB:408:6,3,3,160,5,dt870_atualizacao,237,dt870_atualizacao · PlayerBooster.bin · registro 237 · bit 160 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
336,PB:518:6,4,3,175,5,dt870_atualizacao,237,dt870_atualizacao · PlayerBooster.bin · registro 237 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
337,PB:492:6,1,3,239,5,dt870_atualizacao,238,dt870_atualizacao · PlayerBooster.bin · registro 238 · bit 239 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
337,PB:384:6,2,3,249,5,dt870_atualizacao,238,dt870_atualizacao · PlayerBooster.bin · registro 238 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
337,PB:518:6,3,3,175,5,dt870_atualizacao,238,dt870_atualizacao · PlayerBooster.bin · registro 238 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
337,PB:434:6,4,3,180,5,dt870_atualizacao,238,dt870_atualizacao · PlayerBooster.bin · registro 238 · bit 180 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
338,PB:530:6,1,3,244,5,dt870_atualizacao,239,dt870_atualizacao · PlayerBooster.bin · registro 239 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
338,PB:384:6,2,3,249,5,dt870_atualizacao,239,dt870_atualizacao · PlayerBooster.bin · registro 239 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
338,PB:448:6,3,3,229,5,dt870_atualizacao,239,dt870_atualizacao · PlayerBooster.bin · registro 239 · bit 229 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
338,PB:524:6,4,3,122,5,dt870_atualizacao,239,dt870_atualizacao · PlayerBooster.bin · registro 239 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
339,PB:396:6,1,3,276,5,dt870_atualizacao,240,dt870_atualizacao · PlayerBooster.bin · registro 240 · bit 276 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
339,PB:530:6,2,3,244,5,dt870_atualizacao,240,dt870_atualizacao · PlayerBooster.bin · registro 240 · bit 244 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
339,PB:384:6,3,3,249,5,dt870_atualizacao,240,dt870_atualizacao · PlayerBooster.bin · registro 240 · bit 249 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
339,PB:518:6,4,3,175,5,dt870_atualizacao,240,dt870_atualizacao · PlayerBooster.bin · registro 240 · bit 175 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
340,PB:498:6,1,3,144,5,dt870_atualizacao,241,dt870_atualizacao · PlayerBooster.bin · registro 241 · bit 144 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
340,PB:390:6,2,3,261,5,dt870_atualizacao,241,dt870_atualizacao · PlayerBooster.bin · registro 241 · bit 261 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
340,PB:486:6,3,3,217,5,dt870_atualizacao,241,dt870_atualizacao · PlayerBooster.bin · registro 241 · bit 217 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
340,PB:480:6,4,3,202,5,dt870_atualizacao,241,dt870_atualizacao · PlayerBooster.bin · registro 241 · bit 202 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
341,PB:530:6,1,3,244,5,dt870_atualizacao,242,dt870_atualizacao · PlayerBooster.bin · registro 242 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
341,PB:384:6,2,3,249,5,dt870_atualizacao,242,dt870_atualizacao · PlayerBooster.bin · registro 242 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
341,PB:448:6,3,3,229,5,dt870_atualizacao,242,dt870_atualizacao · PlayerBooster.bin · registro 242 · bit 229 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
341,PB:524:6,4,3,122,5,dt870_atualizacao,242,dt870_atualizacao · PlayerBooster.bin · registro 242 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
342,PB:544:6,1,3,266,5,dt870_atualizacao,243,dt870_atualizacao · PlayerBooster.bin · registro 243 · bit 266 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
342,PB:524:6,2,3,122,5,dt870_atualizacao,243,dt870_atualizacao · PlayerBooster.bin · registro 243 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
342,PB:518:6,3,3,175,5,dt870_atualizacao,243,dt870_atualizacao · PlayerBooster.bin · registro 243 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
342,PB:454:6,4,3,234,5,dt870_atualizacao,243,dt870_atualizacao · PlayerBooster.bin · registro 243 · bit 234 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
343,PB:396:6,1,3,276,5,dt870_atualizacao,244,dt870_atualizacao · PlayerBooster.bin · registro 244 · bit 276 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
343,PB:530:6,2,3,244,5,dt870_atualizacao,244,dt870_atualizacao · PlayerBooster.bin · registro 244 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
343,PB:384:6,3,3,249,5,dt870_atualizacao,244,dt870_atualizacao · PlayerBooster.bin · registro 244 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
343,PB:518:6,4,3,175,5,dt870_atualizacao,244,dt870_atualizacao · PlayerBooster.bin · registro 244 · bit 175 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
344,PB:492:6,1,3,239,5,dt870_atualizacao,245,dt870_atualizacao · PlayerBooster.bin · registro 245 · bit 239 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
344,PB:384:6,2,3,249,5,dt870_atualizacao,245,dt870_atualizacao · PlayerBooster.bin · registro 245 · bit 249 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
344,PB:518:6,3,3,175,5,dt870_atualizacao,245,dt870_atualizacao · PlayerBooster.bin · registro 245 · bit 175 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
344,PB:434:6,4,3,180,5,dt870_atualizacao,245,dt870_atualizacao · PlayerBooster.bin · registro 245 · bit 180 · largura 5,false,true,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
345,PB:384:6,1,3,249,5,dt870_atualizacao,246,dt870_atualizacao · PlayerBooster.bin · registro 246 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
345,PB:448:6,2,3,229,5,dt870_atualizacao,246,dt870_atualizacao · PlayerBooster.bin · registro 246 · bit 229 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
345,PB:524:6,3,3,122,5,dt870_atualizacao,246,dt870_atualizacao · PlayerBooster.bin · registro 246 · bit 122 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
345,PB:428:6,4,3,185,5,dt870_atualizacao,246,dt870_atualizacao · PlayerBooster.bin · registro 246 · bit 185 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
346,PB:530:6,1,3,244,5,dt870_atualizacao,247,dt870_atualizacao · PlayerBooster.bin · registro 247 · bit 244 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
346,PB:384:6,2,3,249,5,dt870_atualizacao,247,dt870_atualizacao · PlayerBooster.bin · registro 247 · bit 249 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
346,PB:368:6,3,3,154,5,dt870_atualizacao,247,dt870_atualizacao · PlayerBooster.bin · registro 247 · bit 154 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
346,PB:428:6,4,3,185,5,dt870_atualizacao,247,dt870_atualizacao · PlayerBooster.bin · registro 247 · bit 185 · largura 5,false,false,true,presente_sem_semantica,false,false,semantica_e_parametros_da_condicao
