codigo_jogo,fonte_preferida,registro_preferido,tipo_efeito_fisico,nivel_fisico,presente_dt200,presente_dt870_original,presente_dt870_atualizacao,dicionario_existente,condicional_dicionario,condicao_estado,nome_dicionario,record_sha256,receita_fisica_disponivel
389,dt870_atualizacao,289,2,3,false,true,true,true,true,presente_sem_semantica,Condução Técnica,f778fde6e0d2e2d6ded4aa3eab5fd045295d4f1fc5f0d59dccce5aa220f2c081,true
390,dt870_atualizacao,290,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,33c9adfbe6f1e0ad0518074490ea13e9edfc8ecf317c3f6cf127077299f5e877,true
391,dt870_atualizacao,291,2,3,false,false,true,true,true,presente_sem_semantica,Goalkeeping,f57bc25b95a3e0a25d910fc2a1b08d616ce505c50cfb078eea84a7a92322aef2,true
392,dt870_atualizacao,292,2,3,false,false,true,true,true,presente_sem_semantica,Chute,f9079346a7178a7586183072439699cd4e5765077b5722391db224c9957afa79,true
393,dt870_atualizacao,293,2,3,false,false,true,true,true,presente_sem_semantica,Chute,82abbfdd404be97e356b745677bd322943fbc9f3ae82eb312c43545afc58cc0c,true
394,dt870_atualizacao,294,2,3,false,true,true,true,true,presente_sem_semantica,Técnica,8b43a2c8e297273b652bb322396dd055e68da8f4f94f772ca6af3e0465777efc,true
395,dt870_atualizacao,295,2,3,false,false,true,true,true,presente_sem_semantica,Fantasia,f4f66b5531b3eb1bd574d21f38ddd6551cf5497381d19081be2d56ce251319c3,true
396,dt870_atualizacao,296,2,3,false,false,true,true,true,presente_sem_semantica,Física,b26d077dac2c809f7cc85fef2f43cf1054aa66d0deec25684965c3a737d0299c,true
397,dt870_atualizacao,297,2,3,false,false,true,true,true,presente_sem_semantica,Condução Técnica,1b3f8625f6f20f6141553c13661b72df8d0ec3bfefebd482502c26f5c221445d,true
398,dt870_atualizacao,298,2,3,false,false,true,true,true,presente_sem_semantica,Força,9fce8c490337c963a47addf1559b03dc154ccc24b05e1c7b1d2f62de3d522014,true
399,dt870_atualizacao,299,2,3,false,true,true,true,true,presente_sem_semantica,Vigor Físico,6b76aa90969fe2f247f5ecff1e9d3f5dad87eaa43021f0f13849601a1b1eb59e,true
400,dt870_atualizacao,300,2,3,false,false,true,true,true,presente_sem_semantica,Arrancada,d7acd4fb67654d144866a052d46475406c5ef486ad4e9837b12bed23b7df414e,true
401,dt870_atualizacao,301,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,fb615a5a41dc540ec4b48dd2cdf4ec4ae0720fdf91031d4d8343ef1ce61e7bdb,true
402,dt870_atualizacao,302,2,3,false,false,true,true,true,presente_sem_semantica,Agilidade,4435a4612dbfaaf368ea02cc8433eaffa999f6b3770636fcec959a1e6aaae04a,true
403,dt870_atualizacao,303,2,3,false,false,true,true,true,presente_sem_semantica,Duelo (Divididas),009359040487d22a540760e71358aa4708f4576b10e74f797457ef6a62f8e3e2,true
404,dt870_atualizacao,304,2,3,false,true,true,true,true,presente_sem_semantica,Defesa,34cb554b3df38e610621087731c8012a4032f6beb0030a154ff1051295558d4c,true
405,dt870_atualizacao,305,2,3,false,false,true,true,true,presente_sem_semantica,Motor do Time,62283c15b77b22a540e3636881ab578bd4f4196d86278839cf741a37ec048b0c,true
406,dt870_atualizacao,306,2,3,false,false,true,true,true,presente_sem_semantica,Duelo,74d3ab546f8beb775c4d46e9b227c7549b30c2a1feeeb3385224fd553143be6c,true
407,dt870_atualizacao,307,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,2b5588b93cdb996cd578b647e0757c3e2e0697a2204b323e6d957bb658a2b88c,true
408,dt870_atualizacao,308,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,e53308f064554fd573f6d09c494d35031ba925f7296fac53206ece2cd168c26a,true
409,dt870_atualizacao,309,2,3,false,true,true,true,true,presente_sem_semantica,Chute,c7b73287c3bced630e03018f66266511371a9769355725e12a5f5ded810de49a,true
411,dt870_atualizacao,310,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,5f2a76fd19663d6bba984b75e6a7a954f55c6234afbdfc3210f6306ba837a849,true
412,dt870_atualizacao,311,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,2c4dfb15e29d4796fd385064c3913ab1ed8dafa38edd718da7bead257d803b47,true
413,dt870_atualizacao,312,2,3,false,false,true,true,true,presente_sem_semantica,Chute,d4d8c9af5d90e9fac652790aa8f7fa4aafd4c74cab2c45d4ba15bac6d108df08,true
414,dt870_atualizacao,313,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,0747c4e441a86b4c6506f526fd851163bffa7e359fce3601cc520b4b96100f05,true
415,dt870_atualizacao,314,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,6ff748ad28edbf2ae3a7f166b25ec28dbc407559abd114a61f6de6757d4d35c7,true
416,dt870_atualizacao,315,2,3,false,false,true,true,true,presente_sem_semantica,Vigor Físico,0be8d132bbf93522a5c104912844d526e833a1bbc17f04fe1d8a7f9bab428b52,true
417,dt870_atualizacao,316,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,d289ca83b3267731a87b836fc6b0ff93dd0d805d066b03796c960102a976a1a3,true
418,dt870_atualizacao,317,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,def20d998419a86bb72f64a2a779c8b05f9e2765144a2ee808dd2fe813b8e0a0,true
419,dt870_atualizacao,318,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,5b74d9923901f9283c9aca6057bf9bff5c080eeb152ce4a25a4d829e7a17b3b7,true
420,dt870_atualizacao,319,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,81ff4f49a229f604d01e1fc32813708b45ca9ea5ce995cf8eb062e910126d392,true
421,dt870_atualizacao,320,2,3,false,false,true,true,true,presente_sem_semantica,Bloqueio Aéreo,db581a5a193c3889fa2ee41de9033907cf5e79367229b18fe43385afa6318df1,true
422,dt870_atualizacao,321,2,3,false,false,true,true,true,presente_sem_semantica,Reconstrução,994d814f17e7c7216b55545d45c0fc48a1d87b5e4562c7f7f0ff73a398dadcf5,true
423,dt870_atualizacao,322,2,3,false,false,true,true,true,presente_sem_semantica,Agilidade,30427bc6c2c76bb4796f700191be94d64d53988676af4b19455f9ff417bbfecd,true
424,dt870_atualizacao,323,2,3,false,false,true,true,true,presente_sem_semantica,Arrancada,b594ea8d035bda85f181db21a5a5f15fbf2b7661d2623444fab4cc46219b10cd,true
425,dt870_atualizacao,324,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,e7b9dde0d9550d7ff1204bd02155efbcb3398107fe3d4d93bbb5954f22c261ed,true
426,dt870_atualizacao,325,2,3,false,false,true,true,true,presente_sem_semantica,Chute,e82437b7bf5fc162697334cd120d21289e417ace327e0caea68e1769ff74d613,true
427,dt870_atualizacao,326,2,3,false,false,true,true,true,presente_sem_semantica,Chute,b9604d4b4cf8c19cf3206d846b49cfc04bbc2aa321063ebd7a397207a8800dbc,true
428,dt870_atualizacao,327,2,3,false,false,true,true,true,presente_sem_semantica,Chute,af2a71862fbf2864a5b64e4019c39da740a579b7d9b3e0cf25aedec3be9c4a6d,true
429,dt870_atualizacao,328,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,45c886146dcc5ecac5ec3f433f29794844c521a372d37d2ba78f32d8710ef3c1,true
430,dt870_atualizacao,329,2,3,false,false,true,true,true,presente_sem_semantica,Duelo (Divididas),18dc2cb5de6c361dbf21a379963473391423547d85638e4ec9d8352008ccd2b8,true
431,dt870_atualizacao,330,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,455c7d1865e01678f2b1d86c005c20c0dfffddf8c6757c10df3a796926e8d247,true
433,dt870_atualizacao,331,2,3,false,false,true,true,true,presente_sem_semantica,Cobrança de Falta,2e891ea444d5b023672ef05e480a1c760634a7dfbccbe733799605e74e52baf1,true
435,dt870_atualizacao,332,2,3,false,false,true,true,true,presente_sem_semantica,Defesa,db7c3c814ef2316df9639c99f9d8e67525a04f421aefe6b1543156a2e19dd084,true
436,dt870_atualizacao,333,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,9b85fcda02fbf8a3995fece19be789ee5a5772a03cf328ce65078ebe5b505ee0,true
437,dt870_atualizacao,334,2,3,false,false,true,true,true,presente_sem_semantica,Física,b1af4495e7449dd46eaaa56aa62698ec11f34543c8206352bd7060e9ff6281d0,true
438,dt870_atualizacao,335,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,9dfea197809af70033d7f867244cc16fcbb8237a69b161394fddaf63969865c8,true
439,dt870_atualizacao,336,2,3,false,false,true,true,true,presente_sem_semantica,Disputa Aérea,d54ea6f87c6232c82fbacaefc029f75c4dfe904e9dfb7ef1ef4618bdb57ecb63,true
440,dt870_atualizacao,337,2,3,false,false,true,true,true,presente_sem_semantica,Motor do Time,0bc896673e9f57df60fa8db51f969d95b7403cce90ea7f2216cd4f152d0ff9e7,true
441,dt870_atualizacao,338,2,3,false,false,true,true,true,presente_sem_semantica,Motor do Time,cfbfd690fe069e21337af4cf46de75a7cfa167306e0aaa8d61ed9ad08bc63c37,true
442,dt870_atualizacao,339,2,3,false,false,true,true,true,presente_sem_semantica,Bloqueio Aéreo,ab0b793bbca25df8dec682fa739d80b5ff1fdfbe6967065978e02589337ec26c,true
443,dt870_atualizacao,340,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),31ac36015b064948dee619ca40a512f018396254c30d4a659b7956ac99f8ef81,true
444,dt870_atualizacao,341,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,1908fa255769daf5704a3542db01339fa06f1d55e8eccf7d6da8deec55d8ea0f,true
445,dt870_atualizacao,342,2,3,false,false,true,true,true,presente_sem_semantica,Reconstrução,7bf30077edd2892c441c04c26cc7408ba9d1d5a7b42a70ff54153c481bd7d090,true
446,dt870_atualizacao,343,2,3,false,false,true,true,true,presente_sem_semantica,Chute,d2b9dd66d97d0016e038f8d04b792109e677ac08c3aa87c5a48cd68a21da2448,true
447,dt870_atualizacao,344,2,3,false,false,true,true,true,presente_sem_semantica,Bloqueio Aéreo,d85aa053520054f2a1b13d4d0b29b62cfb1cad166282dcd48a41686f5762ad28,true
451,dt870_atualizacao,345,2,3,false,false,true,true,true,presente_sem_semantica,Passe,6abc4aa37471ed1559691e02ff319468565fb5fb384965f4d1f417a87fbcef56,true
452,dt870_atualizacao,346,2,3,false,false,true,true,true,presente_sem_semantica,Goalkeeping,0935b17c74b1ad778b083e7be97754f784b5f74f64460659e619db8a03fe0386,true
453,dt870_atualizacao,347,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,83077509d3079a789cbbf61b9e5ea4c964f04e3eada3f81581bacdac79e2b9d1,true
454,dt870_atualizacao,348,2,3,false,false,true,true,true,presente_sem_semantica,Reconstrução,04b25318652332c2888224b22dc25f12b39e2764a7d4e3400369d443529dcf8d,true
455,dt870_atualizacao,349,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,c1d0ada4289d9ca488b1a8108e44a1db46dd76918ffdd10079abdb94e40581e5,true
456,dt870_atualizacao,350,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),2399e92349e3cb88013921134aef566860b6918302a162f188ed0591f1944b58,true
457,dt870_atualizacao,351,2,3,false,false,true,true,true,presente_sem_semantica,Duelo,56e3fde508a81e6eb947fc3e70a411e22e3ddd2e8da5f4428fd0eae86693f83b,true
458,dt870_atualizacao,352,2,3,false,false,true,true,true,presente_sem_semantica,Chute,e751b8f0198d7cd442b897cb89c0127df26efd80b143f2e8556cff8edba2d320,true
459,dt870_atualizacao,353,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,7809f720bcd2f3a27dba3a82983ba79d0be38d39c3975fffc0f5c0a5c62b9e5a,true
460,dt870_atualizacao,354,2,3,false,false,true,true,true,presente_sem_semantica,Condução Técnica,d5415ffb517f89f748a9517e0e1c69d5adf2fe74ac3c65d755b5940ecf9d6d71,true
461,dt870_atualizacao,355,2,3,false,false,true,true,true,presente_sem_semantica,Disputa Aérea,4fe053f6d06719fb3c5a40c8d47b85f2db1bbbf596d6513b005aa3064984dd28,true
462,dt870_atualizacao,356,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,7da92e141704ea77fc9a25b74b77d7004e2ed4badd8492e1c6083621050cb481,true
463,dt870_atualizacao,357,2,3,false,false,true,true,true,presente_sem_semantica,Vigor Físico,2aacfa2d2b8f65b23819b4fdd7e4625c6e4684fc50719a09f2d1aca1b54f76e7,true
464,dt870_atualizacao,358,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,7dcf7e0886a8ca524064544428c377a37eb6d6192d0d91e6e521dd08c49704fc,true
465,dt870_atualizacao,359,2,3,false,false,true,true,true,presente_sem_semantica,Motor do Time,8526e2d7316cb7e0a867c14709bd923d52794ee26782f55e27fbf87a568c8dfd,true
466,dt870_atualizacao,360,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,a22adb40d8f4b3612313c1836972e87a4cd4e567c2fd26f3d8a5d0e9d6f5dec6,true
467,dt870_atualizacao,361,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,a1d5c5eb811bba5ac4b6de1087352665c3e99721a9c5bb26d5b2b6de232d3599,true
468,dt870_atualizacao,362,2,3,false,false,true,true,true,presente_sem_semantica,Equilibrista,f6d6bd7156c29ef0231c3e27d010d4050ebc3208b47512fda0cb1960aac1c3b6,true
469,dt870_atualizacao,363,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,ab9f8547d78ec351fdde8f293c1de2ca9082e7142d891e87f88f03811c990b75,true
470,dt870_atualizacao,364,2,3,false,false,true,true,true,presente_sem_semantica,Cruzamento,81b2ed5b3409ef2974963cf39a53ca3cf9a36ad82562330aceec682079dc2d2d,true
471,dt870_atualizacao,365,2,3,false,false,true,true,true,presente_sem_semantica,Defesa,753ce5f07acfa4b88b9df45be293b969aa0616e1b56baec457d9e2ee68ed9566,true
472,dt870_atualizacao,366,2,3,false,false,true,true,true,presente_sem_semantica,Equilibrista,c44cb1e606d84240690205eed62ba493a1c64bfc9c6d8ea447b9b93fa06fa2f3,true
473,dt870_atualizacao,367,2,3,false,false,true,true,true,presente_sem_semantica,Goalkeeping,e6fbf79c1ee9820ed544507a2ea3da14bdd013b9cb941a884af0c496cf0fedae,true
474,dt870_atualizacao,368,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),9abdee6bc0aefe9bc0e0b98f74351c18b761fc56673bf06e235acc8e7efd0c6f,true
475,dt870_atualizacao,369,2,3,false,false,true,true,true,presente_sem_semantica,Goalkeeping,2738e07cb36c49b2a0b7c8e553918e14ce717b017a06de3ed3c76464b3e93dd2,true
476,dt870_atualizacao,370,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,e4c57dd1a57e9e3db2a1cb944fbd9de07a983101ac8269b0a3530ed827ceb787,true
477,dt870_atualizacao,371,2,3,false,false,true,true,true,presente_sem_semantica,Defesa,28489764c4fea25c3b51a8e6f4621d6b83549a0f3dc0239a96fed4971f170549,true
478,dt870_atualizacao,372,2,3,false,false,true,true,true,presente_sem_semantica,Reconstrução,51331c1591374b81d28372e798f2837e58ccb5231f7b96458182d8ebf22d1bc9,true
480,dt870_atualizacao,373,2,3,false,false,true,true,true,presente_sem_semantica,Chute,22ff81cecc813a027958fb36eb7456be819b17187c5d8814856b137ebd058d0c,true
481,dt870_atualizacao,374,2,3,false,false,true,true,true,presente_sem_semantica,Contra-ataque,9b50122ab852e6a2db9a514da17d354b2adb2c002fe9dba9090c5d0a72e54476,true
482,dt870_atualizacao,375,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,077e593ea2c8a573bdbe9ee325eb7a5e7883f57a63168eb2e67488188542d052,true
483,dt870_atualizacao,376,2,3,false,false,true,true,true,presente_sem_semantica,Reconstrução,e07f0e52b2735a45cba0129238b966597990a685f247472c2eee3403b077fea9,true
484,dt870_atualizacao,377,2,3,false,false,true,true,true,presente_sem_semantica,Técnica,bc50c1e6abf2d89b7137133516d2fb0c6867791d60c87afa09e5070509954b62,true
485,dt870_atualizacao,378,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),1b91bb09d7317a6952440d1251140cdc94cec3a226eb9f32db7f6abb3f35fc11,true
486,dt870_atualizacao,379,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,ec1707d1fddec043721ab68d3b5acb8ce4a34d60b40d8678a23361dde49dee3d,true
487,dt870_atualizacao,380,2,3,false,false,true,true,true,presente_sem_semantica,Chute,0be0f7bf4c4e98cd05aa89a0e6465b5cfe72545e4f5193d510277523de0d7229,true
488,dt870_atualizacao,381,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,323e84f110ae0f724149e5c892b16c568fc468871cc49515f754801fbfdebd79,true
489,dt870_atualizacao,382,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,5884d53d06f2e396210f3d628cf9632de9ef006b3d2a315cdde3125152daf6d7,true
490,dt870_atualizacao,383,2,3,false,false,true,true,true,presente_sem_semantica,Defesaça,e3f3d9363542247d73090e426f40a2ffa2d09ae76c954888a3034e2adf84ca8f,true
491,dt870_atualizacao,384,2,3,false,false,true,true,true,presente_sem_semantica,Instinto Artilheiro,ddb776a87cdaf099e988ac39e8297943740b404830c6c43b3df1da8f0336f97a,true
492,dt870_atualizacao,385,2,3,false,false,true,true,true,presente_sem_semantica,Física,e9d533d5e688fca6c737bde3fb619dcfd1e6c077bb7629b5f55a0a76bd3517a8,true
493,dt870_atualizacao,386,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),569fa05ba0c07cedad7f8a16cb431817041d44f31fc5f4ce3993240d28d4601d,true
494,dt870_atualizacao,387,2,3,false,false,true,true,true,presente_sem_semantica,Precisão,ae31764c962b66ddee9bec225085833ca9f848fb9ec379538f9f768e2d379490,true
495,dt870_atualizacao,388,2,3,false,false,true,true,true,presente_sem_semantica,Passe,900be7c52ddb0ed7b6512242c975c8a8c5b4e3aa70603a168563198fb8936be3,true
496,dt870_atualizacao,389,2,3,false,false,true,true,true,presente_sem_semantica,Sem Bola,6f99dfc85ea5575d9e648f40cde5ae6d4589c5351ab384e8bb1b09e175768659,true
497,dt870_atualizacao,390,2,3,false,false,true,true,true,presente_sem_semantica,Arrancada,9db672d52bfb6c4690f7b8f47900ad3941167c919c49d26f9eb4524b197b8e72,true
498,dt870_atualizacao,391,2,3,false,false,true,true,true,presente_sem_semantica,Força,2235c4d219234015719940b1ac3fcc2ed33b1419f308b9c804ee9e45c2516922,true
499,dt870_atualizacao,392,2,3,false,false,true,true,true,presente_sem_semantica,Condução Técnica,07c1a317f58d75d398a0027a1035fdad23d2da632bdc5b7cbd04f279115e8059,true
500,dt870_atualizacao,393,2,3,false,false,true,true,true,presente_sem_semantica,Motor do Time,0a33e7f367402c2a8cb2bf58fe5b37f82cf3b456fc53f20640da342de5942f97,true
501,dt870_atualizacao,394,2,3,false,false,true,true,true,presente_sem_semantica,Condução Técnica,6e99c7c8f55dabdb47dcbf82d1c417afe2366fd1f7e7650832e2f372130ae0b3,true
502,dt870_atualizacao,395,2,3,false,false,true,true,true,presente_sem_semantica,Passe,f7f2aa8e47080d8f0f9d020101ab0997e13ff8618b3ca16bcc0b0fc336ae6063,true
503,dt870_atualizacao,396,2,3,false,false,true,true,true,presente_sem_semantica,Regista,9511008d9c85d59a3fe451b9c1b7016344932e782a40c4a068a895b264d46005,true
504,dt870_atualizacao,397,2,3,false,false,true,true,true,presente_sem_semantica,Chute,fdcee2ebedeef036b57a8e57460871f39d93e7d297f7d7fd7e91b78aa519b8e5,true
505,dt870_atualizacao,398,2,3,false,false,true,true,true,presente_sem_semantica,Criador de Jogadas,1e05e1c13612bd2a09e48aa71ca6886c03db4aa32f479981209b16b76c5f9700,true
506,dt870_atualizacao,399,2,3,false,false,true,true,true,presente_sem_semantica,Agilidade,c8a6fa5621dcef1af533591347fe2f020ebbb8ec96eb6e6a88a99ab5b8b5fa12,true
507,dt870_atualizacao,400,2,3,false,false,true,true,true,presente_sem_semantica,Física,9e7828714e6bf95a19db365a62bb7928f1cde287a6c839176d3c23f1941f8a2f,true
510,dt870_atualizacao,401,2,3,false,false,true,true,true,presente_sem_semantica,Física,8178e785e02c6321932e63f484b91b2ba09cd88e6b674580796f82206e57f286,true
511,dt870_atualizacao,402,2,3,false,false,true,true,true,presente_sem_semantica,Defesa,56eb7fb07f6c021fb458fdc29f621c8912cdf383ece27134de512472772105bf,true
512,dt870_atualizacao,403,2,3,false,false,true,true,true,presente_sem_semantica,Defesa,73508b61ff4693d765495f6dc7454dfa7ef40ef3f6188936c73284eb3150094f,true
513,dt870_atualizacao,404,2,3,false,false,true,true,true,presente_sem_semantica,Condução Técnica,b8ecaa840b13a1759cc354130516cb398f93eb97620be5f01ba5a98f4ed997ea,true
514,dt870_atualizacao,405,2,3,false,false,true,true,true,presente_sem_semantica,Defesa (Roubo),323aa4530a45087dbdd4e0112b554821a40bd9893f304c1fdaf2b0d576c06117,true
515,dt870_atualizacao,406,2,3,false,false,true,true,true,presente_sem_semantica,Vigor Físico,5345f890784c07e39888fd8b04b96e4d27748802ff681fd0333e9c1d9cc37967,true
516,dt870_atualizacao,407,2,3,false,true,true,true,true,presente_sem_semantica,Instinto Artilheiro,69ef2692798435c3a4de22765d46ac47759e9a80361079a12d769314d27e9f33,true
544,dt870_original,152,,,false,true,false,false,,nao_avaliada,,a2091661cf7ba1a9bfbcbd93bd37a013e67a06f80bb2b00ebbb48cee17a3e2df,false
1023,dt870_original,100,,,false,true,false,false,,nao_avaliada,,d674277525f785503269be7fbb6d467d9301b5ba69a619dcd9dff95472cbf44a,false
