card_id,temporada,tipo,overall,roda_motor,nome,posicao,estilo_of,estilo_of_id,estilo_of_novo,estilo_of_pos,estilo_def,estilo_def_id,estilo_def_novo,pe,altura,peso,idade,nacionalidade,impeto_s1,impeto_s2_cond,vaga_s1,vaga_s2,atributos
177707,2027,base,71,false,Abdoulaye Faye,CB,Atacante surpresa,40,false,ZC,Básico,0,false,Esquerdo,191,79,21,Senegal,,,false,false,"[50,60,56,57,63,67,49,71,51,49,66,71,75,73,40,40,40,40,40,70,61,67,73,69,56,64]"
177710,2027,base,68,false,Gabriele Parlanti,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,181,70,21,Italy,,,false,false,"[59,66,67,65,68,66,58,64,64,65,62,64,68,65,40,40,40,40,40,70,70,69,67,62,65,73]"
177713,2027,base,74,false,Gaoussou Diarra,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,183,72,23,Mali,,,false,false,"[68,67,72,66,64,61,64,62,59,63,57,60,66,61,40,40,40,40,40,78,77,68,69,65,70,70]"
177717,2026,base,66,false,Jivayno Zinhagel,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,175,70,17,Netherlands,,,false,false,"[62,66,65,60,65,65,62,48,58,63,52,51,52,52,40,40,40,40,40,70,74,65,60,57,70,68]"
177719,2026,base,67,false,Ayoub Ouarghi,AMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Direito,180,66,18,Netherlands,,,false,false,"[64,70,69,67,68,68,62,56,67,66,55,54,64,62,40,40,40,40,40,68,73,65,62,54,67,60]"
177720,2027,base,75,false,César García,CB,Provocador,60,false,,Básico,0,false,Direito,185,91,32,Dominican Republic,,,false,false,"[54,58,57,63,56,62,52,72,64,62,73,71,70,70,40,40,40,40,40,68,73,67,65,74,62,73]"
177721,2026,base,66,false,Tijn Peters,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,180,78,24,Netherlands,,,false,false,"[63,67,66,65,69,64,58,56,59,63,61,63,72,64,40,40,40,40,40,66,68,67,64,60,65,67]"
177722,2026,base,68,false,Ryan van de Pavert,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,184,68,20,Netherlands,,,false,false,"[59,65,65,60,66,66,55,64,59,64,63,66,64,64,40,40,40,40,40,74,72,65,67,60,66,65]"
177724,2027,base,66,false,Pharell Nash,LMF,Lateral móvel,72,false,PTD/PTE/MLD/MLE,Básico,0,false,Direito,180,71,17,Netherlands,,,false,false,"[63,66,69,65,67,62,60,55,61,64,51,53,61,55,40,40,40,40,40,71,74,66,59,56,69,63]"
177725,2026,base,69,false,Damián van der Vaart,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,183,70,20,Netherlands,,,false,false,"[64,69,67,68,70,66,64,58,65,66,62,62,70,66,40,40,40,40,40,71,69,67,63,63,67,68]"
177726,2026,base,69,false,Skye Vink,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,187,70,20,Netherlands,,,false,false,"[65,66,69,65,62,58,66,63,62,60,55,57,62,57,40,40,40,40,40,74,72,67,64,63,68,63]"
177727,2027,base,68,false,Emre Ünüvar,CF,Homem de área,12,false,CA,Básico,0,false,Direito,174,68,17,Netherlands,,,false,false,"[68,66,65,62,64,60,69,58,63,63,54,51,58,56,40,40,40,40,40,68,72,66,60,59,65,62]"
177728,2027,base,70,false,Pablo Santiago,LWF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Direito,180,78,25,Spain,,,false,false,"[63,66,68,70,62,63,66,58,63,68,52,57,55,55,40,40,40,40,40,72,74,68,63,62,65,70]"
177729,2027,base,65,false,Serpeta,RWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,179,81,25,Spain,,,false,false,"[63,63,67,65,58,57,63,55,58,57,48,50,50,56,40,40,40,40,40,72,73,65,62,56,62,70]"
177732,2027,base,67,false,Eus Waayers,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,181,78,19,Netherlands,,,false,false,"[58,64,65,61,67,69,54,61,57,64,63,64,69,66,40,40,40,40,40,72,69,65,67,63,64,66]"
177733,2027,base,74,false,Bert Esselink,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,191,81,26,Netherlands,,,false,false,"[50,57,55,60,58,57,50,73,48,60,72,74,79,76,40,40,40,40,40,66,62,65,62,74,55,75]"
177734,2027,base,74,false,Yevhen Kucherenko,GK,Goleiro adiantado,64,false,GO,Goleiro adiantado,64,false,Esquerdo,192,78,26,Ukraine,,,false,false,"[40,45,41,42,47,51,40,40,45,44,41,42,51,60,72,65,72,68,75,49,52,68,57,74,55,56]"
177735,2027,base,72,false,Isaac Pappoe,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,180,80,22,Ghana,,,false,false,"[62,69,67,65,72,72,60,62,54,62,64,67,75,70,40,40,40,40,40,68,74,65,80,60,68,75]"
177736,2027,base,71,false,Dario Naamo,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,174,70,20,Finland,,,false,false,"[58,73,67,68,70,67,55,51,56,69,65,65,73,70,40,40,40,40,40,70,74,65,71,57,70,73]"
177737,2027,base,68,false,Mücahit İbrahimoğlu,DMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Direito,173,70,20,Austria,,,false,false,"[58,69,64,73,71,72,54,52,62,63,60,66,70,63,40,40,40,40,40,63,71,63,62,61,70,76]"
177739,2027,base,70,false,Leco Zeevalkink,GK,Goleiro adiantado,64,false,GO,Novo (2027),180,true,Direito,192,78,20,Netherlands,,,false,false,"[44,58,56,50,58,57,40,49,54,49,60,49,46,60,66,64,67,63,67,56,55,65,66,63,54,55]"
177742,2027,base,67,false,Uchenna Ogundu,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,188,75,19,Nigeria,,,false,false,"[68,58,64,53,54,55,67,70,57,52,43,46,56,54,40,40,40,40,40,70,65,73,71,69,64,64]"
177743,2027,base,67,false,Jorge Delgado,CF,Pivô,88,false,CA,Básico,0,false,Direito,185,80,23,Spain,,,false,false,"[65,63,62,61,58,53,66,65,60,58,48,50,58,55,40,40,40,40,40,70,67,72,65,68,60,63]"
177744,2027,base,66,false,Davinchi,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,182,75,18,Spain,,,false,false,"[56,63,63,66,63,68,55,52,60,66,56,59,55,65,40,40,40,40,40,72,74,63,63,55,66,70]"
177745,2027,base,71,false,Andrija Bulatović,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,180,72,19,Montenegro,,,false,false,"[61,71,66,69,73,71,59,57,63,60,58,60,64,65,40,40,40,40,40,67,71,67,64,62,65,76]"
177746,2027,base,68,false,Yannis Lawson,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,179,70,21,Belgium,,,false,false,"[53,59,63,55,59,62,53,54,56,62,60,63,70,67,40,40,40,40,40,78,76,61,62,61,64,75]"
177747,2027,base,67,false,Nicolas Parravicini,CF,Pivô,88,false,CA,Básico,0,false,Direito,195,83,28,Italy,,,false,false,"[69,58,55,59,55,53,68,73,63,55,46,47,53,55,40,40,40,40,40,63,65,72,71,71,57,59]"
177749,2027,base,71,false,David Grilo,GK,Goleiro defensivo,68,false,GO,Provocador,60,false,Direito,184,75,29,Portugal,,,false,false,"[40,50,41,41,55,56,40,44,50,44,48,47,47,60,68,66,70,66,66,57,53,66,70,63,52,55]"
177750,2027,base,70,false,Atanas Chernev,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,196,80,23,Bulgaria,,,false,false,"[50,65,58,62,63,62,45,73,55,53,66,72,68,65,40,40,40,40,40,65,60,62,72,68,62,67]"
177751,2027,base,70,false,Sidny Cabral,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,176,75,23,Cabo Verde,,,false,false,"[58,62,67,60,65,65,52,56,60,60,62,63,57,65,40,40,40,40,40,77,79,65,65,63,67,72]"
177755,2027,base,72,false,Adi Kurti,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,194,81,19,Albania,,,false,false,"[55,60,56,55,63,66,50,67,55,61,67,72,72,68,40,40,40,40,40,64,62,66,68,77,56,65]"
177758,2027,base,70,false,Ehije Ukaki,RMF,Perito em cruzamento,76,false,PTD/PTE/MLD/MLE,Básico,0,false,Direito,171,72,21,Nigeria,,,false,false,"[63,62,68,57,66,62,60,59,53,58,57,63,66,65,40,40,40,40,40,79,76,70,66,67,72,74]"
177760,2027,base,66,false,Jake Donohue,GK,Goleiro defensivo,68,false,GO,Atacante pivô,52,false,Direito,180,78,18,England,,,false,false,"[40,47,42,44,52,56,40,40,44,48,45,43,49,60,64,62,67,64,63,56,52,66,70,65,52,58]"
177761,2027,base,65,false,Louis Page,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Esquerdo,175,65,17,England,,,false,false,"[53,68,63,70,69,63,58,53,60,65,52,57,67,63,40,40,40,40,40,68,74,69,61,58,72,70]"
177765,2027,base,72,false,Zoumana Keita,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,189,80,20,Germany,,,false,false,"[56,62,62,58,64,65,54,65,58,59,66,68,74,67,40,40,40,40,40,66,62,65,72,75,62,66]"
177767,2027,base,72,false,Fernando Díaz,CB,Provocador,60,false,,Básico,0,false,Esquerdo,180,73,24,Paraguay,,,false,false,"[59,61,63,60,64,68,55,64,55,67,69,67,66,71,40,40,40,40,40,72,70,65,66,68,62,70]"
177768,2027,base,68,false,Nenad Lalić,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Esquerdo,197,81,26,Serbia,,,false,false,"[48,62,55,55,63,60,44,73,55,53,65,70,68,72,40,40,40,40,40,63,58,62,65,73,60,67]"
177769,2027,base,64,false,Sim Seung-Hyeon,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,172,72,23,Korea Republic,,,false,false,"[57,61,59,59,65,63,53,52,60,59,60,62,57,65,40,40,40,40,40,72,73,59,63,57,62,66]"
177770,2027,base,64,false,Chinngoen Phutonyong,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,174,70,22,Thailand,,,false,false,"[63,62,59,59,56,55,63,58,60,56,42,43,50,57,40,40,40,40,40,68,70,70,67,62,63,68]"
177771,2027,base,69,false,Keven Alemán,AMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Esquerdo,170,69,31,Canada,,,false,false,"[65,70,68,70,70,66,63,55,66,72,52,56,57,57,40,40,40,40,40,63,68,75,63,60,65,71]"
177772,2027,base,69,false,Stefan Cebara,CB,Provocador,60,false,,Básico,0,false,Direito,188,82,34,Canada,,,false,false,"[47,65,58,61,62,64,47,72,54,51,68,70,63,70,40,40,40,40,40,63,59,67,66,72,62,68]"
177774,2027,base,71,false,Joshua Quarshie,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,196,91,21,Germany,,,false,false,"[46,53,50,48,56,54,42,68,51,53,66,70,72,75,40,40,40,40,40,77,71,63,66,73,61,68]"
177776,2027,base,64,false,Yannick Nussbaum,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,170,70,22,Thailand,,,false,false,"[56,62,63,59,62,68,53,52,58,60,57,62,55,65,40,40,40,40,40,72,73,60,60,55,65,67]"
177777,2027,base,65,false,Gildo,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,195,86,29,Brazil,,,false,false,"[65,63,60,58,57,53,66,58,58,57,47,48,48,59,40,40,40,40,40,68,63,67,62,77,53,60]"
177778,2027,base,66,false,Elias,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,181,74,26,Brazil,,,false,false,"[65,65,62,63,58,54,66,60,58,56,50,50,52,60,40,40,40,40,40,70,72,65,65,60,63,58]"
177779,2027,base,67,false,Romeu,DMF,Primeiro volante,32,false,VOL,Primeiro volante,32,false,Direito,185,83,27,Brazil,,,false,false,"[56,67,60,63,67,65,55,63,60,59,61,63,67,65,40,40,40,40,40,66,60,63,60,75,56,72]"
177781,2027,base,71,false,Kealey Adamson,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,178,75,22,Australia,,,false,false,"[57,67,62,64,63,69,53,63,56,67,63,68,65,74,40,40,40,40,40,73,67,72,66,64,68,78]"
177782,2027,base,76,false,C. Kostoulas,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,185,75,18,Greece,,,false,false,"[73,70,68,65,65,62,70,69,62,65,51,53,63,55,40,40,40,40,40,78,75,67,70,72,68,75]"
177783,2027,base,68,false,Cem Üstündağ,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,183,72,24,Austria,,,false,false,"[57,68,59,64,69,70,54,58,60,54,56,64,66,65,40,40,40,40,40,69,70,65,63,67,65,79]"
177785,2027,base,64,false,Can Bayırkan,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,176,67,22,Türkiye,,,false,false,"[56,65,63,64,68,63,55,52,59,58,57,60,63,61,40,40,40,40,40,66,69,64,62,57,64,75]"
177786,2027,base,65,false,Dylan Vangi,CB,Atacante surpresa,40,false,ZC,Básico,0,false,Direito,193,79,20,France,,,false,false,"[50,58,56,55,59,61,46,67,50,47,59,60,69,63,40,40,40,40,40,68,59,67,69,71,58,65]"
177787,2027,base,67,false,Octave Joly,DMF,Primeiro volante,32,false,VOL,Primeiro volante,32,false,Esquerdo,182,72,23,France,,,false,false,"[54,65,57,65,71,72,56,58,62,63,66,62,66,64,40,40,40,40,40,63,65,66,63,62,65,74]"
177788,2027,base,68,false,Clément Jolibois,CB,Provocador,60,false,,Básico,0,false,Direito,192,80,28,France,,,false,false,"[51,58,51,56,61,64,50,72,53,48,70,66,65,64,40,40,40,40,40,60,55,62,66,71,59,66]"
177790,2027,base,69,false,Guilherme Peixoto,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,180,75,19,Portugal,,,false,false,"[59,65,66,63,66,67,59,57,58,59,61,64,74,67,40,40,40,40,40,75,73,66,70,63,67,71]"
177791,2027,base,65,false,Amadou Diakité,RWF,Lateral móvel,72,false,PTD/PTE/MLD/MLE,Básico,0,false,Esquerdo,177,67,20,France,,,false,false,"[58,64,70,61,56,52,55,50,55,59,44,47,47,50,40,40,40,40,40,77,79,64,60,55,74,66]"
177794,2027,base,67,false,Berkay Aslan,LWF,Lateral móvel,72,false,PTD/PTE/MLD/MLE,Básico,0,false,Direito,179,68,18,Türkiye,,,false,false,"[57,65,70,66,57,55,59,51,58,62,46,49,59,57,40,40,40,40,40,77,75,68,62,58,66,62]"
177795,2027,base,67,false,Luca Stančić,GK,Goleiro adiantado,64,false,GO,Lateral defensivo,48,false,Direito,189,77,18,Türkiye,,,false,false,"[40,46,44,46,49,54,40,44,42,41,44,47,47,61,63,61,65,62,67,52,48,71,69,67,51,49]"
177796,2027,base,67,false,Abdelsamad Hachem,CF,Homem de área,12,false,CA,Básico,0,false,Direito,188,77,23,France,,,false,false,"[68,63,62,58,56,57,67,68,59,57,44,46,55,56,40,40,40,40,40,69,63,72,63,69,57,65]"
177797,2027,base,72,false,Michael Aponza,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,185,72,20,Colombia,,,false,false,"[72,67,71,62,58,59,70,65,59,56,48,46,53,51,40,40,40,40,40,76,74,66,67,66,59,67]"
177799,2027,base,65,false,Andrés Campos,AMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Esquerdo,178,74,23,Spain,,,false,false,"[62,67,65,70,70,66,60,55,62,63,53,58,57,58,40,40,40,40,40,66,68,65,60,60,63,62]"
177800,2027,base,67,false,Adri Suárez,GK,Goleiro adiantado,64,false,GO,Atacante pivô,52,false,Direito,185,74,20,Spain,,,false,false,"[40,50,41,45,55,56,40,44,50,45,48,44,44,60,65,62,67,62,63,55,55,65,68,65,51,55]"
177801,2027,base,67,false,Adam Arvelo,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Esquerdo,176,66,20,Spain,,,false,false,"[62,66,67,66,62,63,62,55,60,58,51,53,57,57,40,40,40,40,40,72,73,63,57,56,62,62]"
177802,2027,base,65,false,Matteo Mantini,DMF,Primeiro volante,32,false,VOL,Primeiro volante,32,false,Direito,185,73,18,Italy,,,false,false,"[52,63,56,61,67,65,53,60,58,62,66,62,67,63,40,40,40,40,40,65,67,67,65,62,54,72]"
177803,2027,base,65,false,Pantaleo Creti,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,185,74,17,Italy,,,false,false,"[54,58,64,57,56,60,52,49,52,63,56,61,67,62,40,40,40,40,40,77,75,64,62,63,68,68]"
177804,2027,base,64,false,Amornthep Maundee,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,174,69,23,Thailand,,,false,false,"[65,62,62,59,55,52,65,60,60,55,48,48,50,56,40,40,40,40,40,68,70,65,62,60,63,60]"
177805,2027,base,71,false,Rilind Nivokazi,CF,Pivô,88,false,CA,Básico,0,false,Direito,190,87,25,Kosovo,,,false,false,"[72,66,60,63,57,58,71,73,65,57,45,47,50,49,40,40,40,40,40,62,66,73,69,73,61,67]"
177806,2027,base,68,false,Winsley Boteli,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,185,76,19,Switzerland,,,false,false,"[67,62,66,59,55,56,66,62,59,54,48,47,58,59,40,40,40,40,40,76,74,68,72,65,69,62]"
177807,2027,base,67,false,Altin Shala,RWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,183,80,23,Kosovo,,,false,false,"[64,67,68,67,57,54,63,58,62,65,51,52,58,56,40,40,40,40,40,69,72,72,66,65,64,66]"
177809,2027,base,66,false,Paul Venot,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Esquerdo,194,79,24,France,,,false,false,"[56,65,61,63,69,73,56,59,62,61,58,57,62,58,40,40,40,40,40,65,60,69,63,64,56,74]"
177810,2027,base,67,false,Cathal McCarthy,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,183,78,19,Republic of Ireland,,,false,false,"[44,51,47,48,53,58,42,68,52,55,65,67,72,66,40,40,40,40,40,62,60,63,70,73,58,64]"
177811,2027,base,69,false,Jacopo Sardo,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,186,74,20,Italy,,,false,false,"[64,68,68,66,68,67,59,62,60,63,63,65,69,64,40,40,40,40,40,74,70,72,66,64,68,68]"
177813,2027,base,63,false,Prommin Pinkeaw,DMF,Primeiro volante,32,false,VOL,Primeiro volante,32,false,Direito,170,70,23,Thailand,,,false,false,"[57,63,59,59,66,62,55,51,58,57,62,65,68,68,40,40,40,40,40,66,67,65,63,60,63,73]"
177814,2027,base,63,false,Pittawat Jeenthai,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,171,61,19,Thailand,,,false,false,"[56,62,63,60,65,63,50,50,57,58,56,59,57,62,40,40,40,40,40,71,74,60,60,53,65,70]"
177815,2027,base,67,false,Callum Osmand,CF,Atacante pivô,52,false,CA/SA,Básico,0,false,Direito,179,70,20,Wales,,,false,false,"[66,70,65,65,60,57,68,62,55,62,51,53,54,51,40,40,40,40,40,65,67,64,60,58,67,71]"
177818,2027,base,65,false,Guilherme Neiva,CF,Puxa marcação,8,false,CA/SA/MAT,Básico,0,false,Direito,177,70,24,Brazil,,,false,false,"[65,63,65,67,58,55,66,53,60,59,49,52,52,58,40,40,40,40,40,70,76,63,60,53,67,63]"
177820,2027,base,69,false,Matheus Lins,CB,Provocador,60,false,,Básico,0,false,Esquerdo,185,80,24,Brazil,,,false,false,"[47,62,56,59,62,64,44,70,55,53,68,68,65,71,40,40,40,40,40,65,61,63,72,70,65,68]"
177823,2027,base,67,false,Oumar Conte,CF,Artilheiro,4,false,CA,Básico,0,false,Esquerdo,178,75,18,Guinea,,,false,false,"[67,63,64,59,57,53,67,63,61,60,50,44,48,53,40,40,40,40,40,74,72,64,66,62,65,60]"
177824,2027,base,67,false,Damiano Basili,CMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,195,83,21,Italy,,,false,false,"[64,65,66,63,64,66,65,67,60,62,59,58,65,61,40,40,40,40,40,68,66,70,67,71,64,68]"
177825,2026,base,68,false,Sekou Keita,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,180,78,20,Belgium,,,false,false,"[67,63,64,59,62,57,67,62,57,59,55,62,70,63,40,40,40,40,40,75,72,66,68,62,65,62]"
177827,2026,base,71,false,Noah Stassin,CB,Provocador,60,false,,Básico,0,false,Direito,186,77,22,Belgium,,,false,false,"[56,61,58,56,67,68,52,64,58,61,68,72,66,66,40,40,40,40,40,66,64,67,73,69,61,64]"
177829,2026,base,66,false,Youssef Hamoutahar,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,180,78,20,Belgium,,,false,false,"[64,66,68,64,65,64,66,55,58,64,54,54,63,59,40,40,40,40,40,69,73,64,62,59,66,65]"
177831,2027,base,65,false,Deivison,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,185,72,19,Brazil,,,false,false,"[58,70,62,63,67,66,59,53,62,64,56,59,59,63,40,40,40,40,40,67,66,68,63,58,63,71]"
177832,2027,base,68,false,Alan Núñez,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,176,66,21,Paraguay,,,false,false,"[59,67,63,67,68,65,52,56,60,58,61,63,60,66,40,40,40,40,40,75,76,63,60,60,72,70]"
177835,2027,base,67,false,Kiko,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,177,75,23,Portugal,,,false,false,"[60,63,66,62,68,66,50,53,58,63,58,62,56,65,40,40,40,40,40,74,75,65,60,60,63,67]"
177836,2027,base,65,false,Oumar Camara,RWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,180,78,18,France,,,false,false,"[62,63,69,65,60,60,58,52,60,61,51,52,57,55,40,40,40,40,40,73,77,62,56,55,63,58]"
177860,2027,base,68,false,Peerapong W.,GK,Goleiro adiantado,64,false,GO,Novo (2027),180,true,Direito,170,70,22,Thailand,,,false,false,"[40,50,42,45,55,55,40,42,50,43,45,45,47,60,65,63,66,67,66,55,55,63,68,62,50,55]"
177861,2027,base,71,false,Tommy Pilling,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,175,65,21,England,,,false,false,"[65,70,65,65,71,72,62,50,62,62,64,71,70,64,40,40,40,40,40,65,68,67,59,60,66,75]"
177862,2027,base,74,false,Diego León,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,177,82,18,Paraguay,,,false,false,"[56,70,65,65,66,74,57,54,62,67,68,69,69,64,40,40,40,40,40,79,77,65,65,58,68,74]"
177864,2027,base,74,false,Manuel Romero,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Direito,179,67,24,Paraguay,,,false,false,"[72,68,70,65,59,63,70,66,59,59,50,52,59,62,40,40,40,40,40,77,73,68,72,67,64,73]"
177865,2027,base,69,false,Kener González,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,178,75,20,Colombia,,,false,false,"[64,70,71,69,69,66,62,61,61,64,57,61,65,59,40,40,40,40,40,71,69,66,63,67,66,69]"
177866,2027,base,63,false,Aidan Garmestani,CF,Atacante pivô,52,false,CA/SA,Básico,0,false,Direito,178,68,16,United States,,,false,false,"[65,65,64,64,58,55,64,50,54,60,50,50,52,52,40,40,40,40,40,64,68,65,60,62,60,65]"
177867,2027,base,62,false,Dominic Del Negro,AMF,Jogador de infiltração,24,false,SA/MAT/MLD/MLE/MLG,Básico,0,false,Direito,170,61,16,United States,,,false,false,"[62,65,62,62,67,67,59,48,54,60,50,50,52,52,40,40,40,40,40,65,68,64,60,56,68,65]"
177868,2027,base,64,false,Luke Petter,CB,Atacante surpresa,40,false,ZC,Básico,0,false,Direito,191,73,16,United States,,,false,false,"[49,52,52,55,54,55,48,50,48,54,65,64,65,60,40,40,40,40,40,64,60,62,60,70,56,66]"
177869,2027,base,63,false,Silas Damm,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,175,68,18,United States,,,false,false,"[54,65,62,60,64,62,52,48,50,60,64,59,65,60,40,40,40,40,40,68,68,64,60,56,68,64]"
177870,2027,base,63,false,Cohen Havill,CF,Artilheiro,4,false,CA,Básico,0,false,Esquerdo,173,70,17,United States,,,false,false,"[65,67,65,62,58,55,64,50,54,60,51,51,55,55,40,40,40,40,40,64,68,65,60,60,68,66]"
177871,2027,base,62,false,Evan Woodward,CF,Artilheiro,4,false,CA,Básico,0,false,Direito,173,52,16,United States,,,false,false,"[65,65,64,60,55,55,64,50,54,62,50,50,52,52,40,40,40,40,40,65,69,62,60,54,70,65]"
177872,2027,base,62,false,Joseluis Villagomez,LB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Esquerdo,170,66,18,United States,,,false,false,"[55,65,64,60,64,65,54,48,52,60,62,59,65,60,40,40,40,40,40,68,68,62,60,55,68,64]"
177873,2027,base,64,false,Daichi Saito,CB,O Destruidor,36,false,MLG/VOL/LD/LE/ZC,O Destruidor,36,false,Direito,179,71,18,Japan,,,false,false,"[43,51,47,48,50,53,43,65,50,47,63,62,72,68,40,40,40,40,40,64,59,61,69,70,61,67]"
177874,2027,base,71,false,Jerónimo Mattar,CMF,Meia versátil,28,false,MLD/MLE/MLG/VOL,Meia versátil,28,false,Direito,179,76,17,Argentina,,,false,false,"[63,67,72,66,71,65,64,61,58,62,61,66,71,62,40,40,40,40,40,75,71,66,65,66,62,74]"
177876,2027,base,68,false,Simón Bodnar,LWF,Ala produtivo,16,false,PTD/PTE,Básico,0,false,Esquerdo,185,78,18,Hungary,,,false,false,"[67,67,68,63,58,59,67,65,59,56,49,51,54,59,40,40,40,40,40,71,69,70,61,67,59,65]"
177878,2027,base,67,false,Nahuel Junco,CF,Artilheiro,4,false,CA,Básico,0,false,Esquerdo,183,82,20,Argentina,,,false,false,"[68,64,61,59,55,52,69,67,57,55,45,42,50,51,40,40,40,40,40,68,69,65,64,69,61,60]"
177879,2026,base,67,false,Luciano Barros,RB,Lateral ofensivo,44,false,LD/LE,Básico,0,false,Direito,164,67,21,Argentina,,,false,false,"[59,61,64,59,63,67,52,57,54,63,59,65,68,63,40,40,40,40,40,75,78,58,64,57,66,69]"
177880,2027,base,69,false,Fernando Closter,CB,Provocador,60,false,,Básico,0,false,Direito,185,80,17,Argentina,,,false,false,"[53,61,59,57,65,64,46,65,54,57,67,68,67,63,40,40,40,40,40,67,65,64,68,67,59,63]"
177881,2027,base,68,false,Alan Laprida,AMF,Armador criativo,56,false,SA/PTD/PTE/MAT/MLD/MLE,Básico,0,false,Esquerdo,176,65,21,Argentina,,,false,false,"[63,73,68,71,72,71,61,50,68,72,46,45,47,51,40,40,40,40,40,65,70,66,54,56,69,63]"
177883,2027,base,70,false,Mateo Pérez,CMF,Orquestrador,80,false,MLG/VOL,Básico,0,false,Direito,179,74,19,Argentina,,,false,false,"[62,72,67,70,70,69,59,58,57,62,64,62,68,69,40,40,40,40,40,66,73,64,57,63,67,69]"
